length,build_year,top_speed,beam,gt,guests,crew,max_draught,displacement_tonnage,fuel_capacity,water_capacity,total_power,passenger_rooms,master_rooms,double_rooms,twin_rooms,number_of_decks,range,vip_rooms,refits_num,charter,series_model_class,naval_architect,exterior_designer,interior_designer,hull_number,yacht_subtype,refits_bin,broker.northropandjohnson,broker.worthavenueyachts,broker.denisonyachtsales,broker.fraseryachts,broker.camperandnicholsons,broker.edmiston,broker.burgessyachts,broker.oceanindependence,broker.iyc,broker.other_broker,yacht_type.Motor Yacht,builder.low_cost,builder.upper_standard,builder.standard,builder.supreme,hull_type.unknown,hull_type.Deep V / Planing,hull_type.Full Displacement,hull_type.Semi Displacement,hull_type.other_hull_type,hull_type.Monohull,classification.unknown,classification.BV,classification.LR,classification.other_classification,classification.RINA,classification.ABS,engine_make.MTU,engine_make.Caterpillar,engine_make.unknown,engine_make.MAN,engine_make.other_engine_make,hull.Steel,hull.Aluminium,hull.other_hull,superstructure.unknown,superstructure.GRP,superstructure.Aluminium,superstructure.other_superstructure,deck.Teak,deck.other_deck,price
0.20779582366589328,0.859375,0.08571428571428572,0.3043956043956044,0.0431243016707234,0.14285714285714285,0.025210084033613446,0.9522292993630573,0.03640822486323335,0.02794187342718492,0.022533800701051578,0.006857638888888889,0.25,0,0.14285714285714285,0.14285714285714285,0.25,0.19718672270349086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3950000
0.2677494199535963,0.7734375,0.10476190476190476,0.3175824175824176,0.05365802274531343,0.5714285714285714,0.04201680672268908,0.6019108280254777,0.08809658554989624,0.15332318721589203,0.08552829243865799,0.034722222222222224,0.625,0,0.14285714285714285,0.14285714285714285,0.25,0.300111501844069,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,3900000
0.19721577726218098,0.8515625,0.4666666666666667,0.24725274725274726,0.01829481628061833,0.2857142857142857,0.01680672268907563,0.36305732484076436,0.023580456517638182,0.02543871945317767,0.018527791687531298,0.15147569444444445,0.375,0,0,0,0,0.21434085256025387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1790000
0.245661252900232,0.921875,0.6571428571428571,0.2692307692307693,0.033342989244318375,0.2857142857142857,0.01680672268907563,0.3089171974522293,0.053763440860215055,0.03878887398121633,0.018527791687531298,0.2220486111111111,0.375,0,0.14285714285714285,0,0,0.02821854361437516,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9500000
0.23155452436194895,0.75,0.08571428571428572,0.3142857142857143,0.0523300214812669,0.2857142857142857,0.03361344537815126,0.5254777070063694,0.053763440860215055,0.14058380225751113,0.0756134201301953,0.028211805555555556,0.375,0,0.14285714285714285,0.14285714285714285,0.25,0.38588215112788404,0,0.2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2750000
0.22505800464037123,0.8515625,0.6190476190476191,0.3362637362637363,0.01528518168787832,0.42857142857142855,0.03361344537815126,0.23566878980891723,0.02659875495189587,0.032113796717197,0.013520280420630946,0.2013888888888889,0.5,0,0,0.2857142857142857,0,0.21434085256025387,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2450000
0.1703016241299304,0.9609375,0.2,0.2417582417582418,0.0431243016707234,0.14285714285714285,0.008403361344537815,0.3089171974522293,0.013393699302018487,0.01876364218915834,0.023535302954431646,0.07118055555555555,0.25,0,0,0,0,0.027789690367956085,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3575029.791914933
0.22589327146171695,0.96875,0.3523809523809524,0.2692307692307693,0.0431243016707234,0.42857142857142855,0.03361344537815126,0.4458598726114649,0.03716279947179777,0.028776258085187335,0.01171757636454682,0.2013888888888889,0.5,0,0.2857142857142857,0,0,0.02650313062869886,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11870932.257768815
0.3475638051044084,0.8671875,0.14285714285714285,0.4104395604395604,0.08563539029317603,0.2857142857142857,0.08403361344537816,0.5796178343949046,0.13903037162799473,0.22435602192095375,0.11066599899849774,0.12760416666666666,0.375,0,0.14285714285714285,0.14285714285714285,0.25,0.3429968264859765,0.25,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8983408.195068292
0.308584686774942,0.875,0.10476190476190476,0.3626373626373627,0.035412113026827126,0.42857142857142855,0.04201680672268908,0.9363057324840763,0.053763440860215055,0.07099612178010961,0.04356534802203305,0.04079861111111111,0.5,0,0.2857142857142857,0,0.25,0.21434085256025387,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3450000
0.39350348027842225,0.875,0.23809523809523808,0.39560439560439564,0.10143597190506107,0.5714285714285714,0.06722689075630252,0.45859872611464964,0.053763440860215055,0.2657415009578736,0.11667501251877817,0.23046875,0.5,0,0,0.14285714285714285,0.25,0.300111501844069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,17500000
0.5870069605568445,0.9453125,0.18095238095238095,0.5054945054945055,0.27110412207077905,0.5714285714285714,0.11764705882352941,0.8089171974522292,0.5238634219958498,0.38255535307821187,0.19879819729594392,0.1984375,0.625,0,0.14285714285714285,0.14285714285714285,0.5,0.4287674757697916,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,67000000
0.26589327146171693,0.5546875,0.12380952380952381,0.2697802197802198,0.032214376272040865,0.14285714285714285,0.05042016806722689,0.5031847133757962,0.053763440860215055,0.09686204617818452,0.06860290435653481,0.035590277777777776,0.375,0,0.14285714285714285,0.14285714285714285,0.25,0.21434085256025387,0,0.1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5500000
0.4009280742459397,0.8828125,0.18095238095238095,0.37362637362637363,0.09353568109911854,0.5714285714285714,0.06722689075630252,0.5222929936305732,0.053763440860215055,0.2757541168539026,0.14872308462694042,0.18394097222222222,0.5,0,0.14285714285714285,0.14285714285714285,0.25,0.18860965777510935,0,0.1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,19750000
0.15962877030162412,0.9375,0.4857142857142857,0.22802197802197804,0.0431243016707234,0.2857142857142857,0,0.0764331210191083,0.053763440860215055,0.07099612178010961,0.04356534802203305,0.12760416666666666,0.375,0,0.14285714285714285,0.14285714285714285,0.25,0.21434085256025387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2400000
0.3050580046403712,0.8515625,0.3904761904761905,0.3362637362637363,0.0602415984169322,0.42857142857142855,0.05042016806722689,0.3662420382165605,0.0899830220713073,0.12379932047713452,0.05989984977466199,0.23038194444444443,0.5,0,0.14285714285714285,0.14285714285714285,0.25,0.15430139806158333,0,0.2,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10495920.799339995
0.22023201856148492,0.9765625,0.05714285714285714,0.30604395604395607,0.0431243016707234,0.2857142857142857,0.025210084033613446,0.5031847133757962,0.053763440860215055,0.1225510810287629,0.11222834251377066,0.03211805555555555,0.375,0,0,0.14285714285714285,0.25,0.3429968264859765,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,8204235.03529196
0.22877030162412992,0.9765625,0.10476190476190476,0.3131868131868132,0.0431243016707234,0.2857142857142857,0.03361344537815126,0.49044585987261147,0.053763440860215055,0.12253773087423486,0.11221832749123685,0.03211805555555555,0.375,0,0.14285714285714285,0.14285714285714285,0.25,0.3429968264859765,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,8570904.757539647
0.237215777262181,0.828125,0.18095238095238095,0.2945054945054945,0.04124328005026089,0.14285714285714285,0.025210084033613446,0.356687898089172,0.053763440860215055,0.05180103597199137,0.04399098647971958,0.12760416666666666,0.25,0,0,0.14285714285714285,0.25,0.1285702032764388,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2745439.5453295447
0.2103016241299304,0.71875,0.047619047619047616,0.2697802197802198,0.01848291844266458,0.14285714285714285,0.025210084033613446,0.42515923566878994,0.04810413129598189,0.015426103557148674,0.028542814221331998,0.006944444444444444,0.25,0,0.14285714285714285,0.14285714285714285,0.25,0.21434085256025387,0,0.2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1750000
0.2923433874709977,0.9296875,0.2,0.3252747252747253,0.05610335085191469,0.5714285714285714,0.058823529411764705,0.356687898089172,0.0730050933786078,0.1031432938836267,0.038037055583375064,0.07560763888888888,0.5,0,0.14285714285714285,0.14285714285714285,0.25,0.09426194356291277,0,0.4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9395911.632596938
0.28529002320185615,0.734375,0.08571428571428572,0.32032967032967036,0.02781466670177907,0.5714285714285714,0.03361344537815126,0.7547770700636943,0.06357291077155254,0.07216426030131298,0.09864797195793691,0.023871527777777776,0.5,0,0.14285714285714285,0.14285714285714285,0.25,0.14572433313320182,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1500000
0.39953596287703014,0.9453125,0.16761904761904764,0.4010989010989011,0.0937237832611648,0.5714285714285714,0.06722689075630252,0.410828025477707,0.11450669684965101,0.1489276488375353,0.1587381071607411,0.12760416666666666,0.625,0,0.14285714285714285,0.14285714285714285,0.25,0.32155416416502275,0,0.1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,36900000
0.17215777262180976,0.8046875,0.06666666666666667,0.2697802197802198,0.01472839928822142,0.14285714285714285,0.008403361344537815,0.356687898089172,0.05036785512167515,0.11369325349940926,0.11600400600901352,0.0234375,0.25,0,0.14285714285714285,0.14285714285714285,0.25,0.40303628098464706,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2291685.764048034
0.6652436194895592,0.875,0.1619047619047619,0.5824175824175825,0.396380161993582,0.5714285714285714,0.18487394957983194,0.7929936305732485,0.053763440860215055,0.6495584436389851,0.5993990986479719,0.16666666666666666,0.625,0,0.14285714285714285,0.14285714285714285,0.5,0.4287674757697916,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,89000000
0.3814385150812065,0.828125,0.19047619047619047,0.39560439560439564,0.0937237832611648,0.5714285714285714,0.07563025210084033,0.49044585987261147,0.13601207319373704,0.18192923083084686,0.0743114672008012,0.14930555555555555,0.625,0,0.14285714285714285,0.14285714285714285,0.25,0.36872802127112103,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,18104317.53597947
0.17874709976798145,0.7890625,0.3333333333333333,0.27802197802197803,0.023185472493820844,0.2857142857142857,0.04201680672268908,0.2038216560509554,0.053763440860215055,0.07099612178010961,0.04356534802203305,0.12760416666666666,0.5,0,0.14285714285714285,0.14285714285714285,0.25,0.21434085256025387,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1741681.1806765057
0.28529002320185615,0.828125,0.12380952380952381,0.3532967032967033,0.031838171947948364,0.2857142857142857,0.04201680672268908,0.42515923566878994,0.06093189964157706,0.05114407486766659,0.05259669504256384,0.0234375,0.375,0,0,0.14285714285714285,0.25,0.3429968264859765,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,6416720.139334494
0.2900232018561485,0.90625,0.4666666666666667,0.34615384615384615,0.050836490314619676,0.42857142857142855,0.05042016806722689,0.10828025477707005,0.053763440860215055,0.07099612178010961,0.04356534802203305,0.12760416666666666,0.5,0,0.14285714285714285,0,0,0.21434085256025387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,8000000
0.2350812064965197,0.8203125,0.2761904761904762,0.2752747252747253,0.03296678492022587,0.14285714285714285,0.03361344537815126,0.340764331210191,0.0345217883418223,0.0214770610969822,0.011726189283925888,0.14930555555555555,0.25,0,0,0,0,0.06424221631357749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,6325052.708772574
