;LENGTH;BUILD YEAR;TOP SPEED;BEAM;GT;GUESTS;CREW;BROKER;CHARTER;Name:;Yacht Type:;Series, Model, Class:;Builder:;Naval Architect:;Exterior Designer:;Interior Designer:;Length Overall:;Length at Waterline:;Beam:;Max Draught:;Gross Tonnage:;Displacement Tonnage:;Year of Build:;Hull Number:;Hull Type:;Classification:;Max Speed:;Cruising Speed:;Fuel Capacity:;Water Capacity:;Engine Make:;Total power:;Hull:;Superstructure:;Deck:;Guests:;Passenger Rooms:;Master Rooms:;Double Rooms:;Twin Rooms:;Number of Decks:;Range:;;VIP Rooms:;Refits:;Single Rooms:;Triple Rooms:;Yacht Subtype:;Convertible:;Crew bunk beds:;Pullman Beds:;MCA Compliant:;Engine Model;Build time:
632;40.7 m;1997;13 kn;8.8 m;217;6;6;https://camperandnicholsons.com/luxury-sailing-yacht-for-sale/surama-royal-huisman-1997;;SURAMA;Sail Yacht;;Royal Huisman;Ted Hood;Ted Fontaine;Winch Design;40.7 metres;30.97 metres;8.8 metres;6.8 metres;217;270;1997;367;Monohull;;13 kn;11.5 kn;21100 litres;5860 litres;MTU;1140hp;Aluminium;Aluminium;Teak;6;3;1;;2;;5000 nm;@ 10 kn;;2009-01-01,2004-01-01;;;;;;;;;
633;26.3 m;2020;30 kn;6.47 m;90;8;4;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/skye-sunseeker-2020;;SKYE;Motor Yacht;86 Yacht;Sunseeker;Sunseeker;Sunseeker;Sunseeker;26.3 metres;20.29 metres;6.47 metres;1.95 metres;90;67;2020;8712086;Deep V / Planing;CE (Category B);30 kn;12 kn;11000 litres;1500 litres;MTU;3900hp;Grp;Grp;Teak;8;4;1;1;2;2;1500 nm;@ 12 kn;1;;;;;;;;;;
634;45.26 m;2007;13.5 kn;9.73 m;315;12;7;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/blush-perini-navi-2007;Price from €140,000 p/w •;BLUSH;Sail Yacht;45M;Perini Navi;;Perini Navi;Perini Navi;45.26 metres;37 metres;9.73 metres;8.75 metres;315;353;2007;2099;Monohull;ABS;13.5 kn;12 kn;31000 litres;7600 litres;Caterpillar;1275hp;Steel;Aluminium;Teak;12;5;1;2;2;;4100 nm;@ 10.5 kn;;2023-07-27,2020-11-01,2021-10-12,2022-04-03,2022-10-26;;;;;;;;;
635;24.38 m;2018;29 kn;6.17 m;102;8;3;https://www.denisonyachtsales.com/yacht-listings/Senisa-80-Azimut-80-Flybridge-2018-Miami-Florida/8202190;;SENISA;Motor Yacht;80 Flybridge;Azimut;Azimut;Stefano Righini;Salvagni Architetti;24.38 metres;;6.17 metres;1.73 metres;102;64;2018;80047;Deep V / Planing;;29 kn;24 kn;5965.81 litres;1097.77 litres;MAN;3100hp;Fiberglass;GRP;Teak;8;4;1;1;1;2;400 nm;@ 14 kn;1;;;;Planing Fast Yacht;;;;;;
636;34.14 m;1990;30 kn;8 m;221;4;4;https://www.denisonyachtsales.com/yacht-listings/Tempo-Reale-112-Hakvoort-Yacht-Fisherman-1990-Fort-Lauderdale-Florida/8041623;;TEMPO REALE;Motor Yacht;Yacht Fisherman;Hakvoort;;;;34.14 metres;27.76 metres;8 metres;1.47 metres;221;;1990;202;Deep V / Planing;;30 kn;20 kn;25210.85 litres;8327.91 litres;MTU;7500hp;Aluminum;Aluminium;Aluminium,Teak;4;2;1;1;;3;800 nm;@ 22 kn;1;2005-01-01;;;;;;;;;
637;32 m;2006;30 kn;6.3 m;161;8;3;https://www.denisonyachtsales.com/yacht-listings/Delfino-105-Sunseeker-105-Yacht-2006-Fort-Lauderdale-Florida/8227424;;DELFINO;Motor Yacht;105 Yacht;Sunseeker;Don Shead;Don Shead;Ken Freivokh;32 metres;24.29 metres;6.3 metres;2.01 metres;161;80;2006;;Deep V / Planing;;30 kn;25 kn;9020.64 litres;2498.37 litres;MTU;4000hp;Fiberglass;GRP;Teak;8;4;1;1;2;2;350 nm;@ 23 kn;1;;;;Planing Fast Yacht;;;;;;
638;25.91 m;1977;21 kn;6.27 m;119;6;3;https://www.denisonyachtsales.com/yacht-listings/Impetuous-85-Feadship-85-1977-Fort-Lauderdale-Florida/8222336;;IMPETUOUS;Motor Yacht;85;Feadship;H.W. De Voogt;H.W. De Voogt;Pierre Tanter;25.91 metres;22.68 metres;6.27 metres;1.8 metres;119;;1977;733;Semi Displacement;;21 kn;18 kn;15520.19 litres;;MTU;2448hp;Aluminum;Aluminium;Teak;6;;;;;;1470 nm;@ 10 kn;;1991-01-01,1997-01-01,2000-01-01;;;Sportfishing Yacht;;;;;;
639;84.73 m;2018;16 kn;13.8 m;2342;22;26;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/o-ptasia-10000009;Price from €800,000 p/w •;O'PTASIA;Motor Yacht;;Golden Yachts;;Studio Vafiadis;Studio Vafiadis;84.73 metres;;13.8 metres;3.6 metres;2342;;2018;;Full Displacement;BV;16 kn;12 kn;;;Caterpillar;6730hp;Steel;Aluminium;Teak;22;11;1;6;2;4;;;1;;;;Displacement;;;;;;
640;91.5 m;2014;19.5 kn;14.6 m;2999;26;28;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/tranquility-00001159;;TRANQUILITY;Motor Yacht;;Oceanco;Oceanco, BMT Nigel Gee, Azure Yacht Design and Naval Architecture;Oceanco;Winch Design;91.5 metres;;14.6 metres;;2999;;2014;Y709;Full Displacement;LR (+100A1, SSC) | PYC;19.5 kn;16 kn;271000 litres;;MTU;9656hp;Steel;Aluminium;Teak;26;9;1;4;;4;;;4;2022-05-23,2021-11-12,2022-06-18;;;Displacement, Expedition Yacht;;;;;;
641;53 m;2009;17.5 kn;10.2 m;733;10;12;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/burkut-00004634;;BURKUT;Motor Yacht;53;Baglietto;;;;53 metres;;10.2 metres;2.95 metres;733;580;2009;10206;Full Displacement;LR;17.5 kn;16 kn;85000 litres;23000 litres;Caterpillar;5364hp;Steel;Aluminium;Teak;10;5;1;4;2;3;5000 nm;@ 10 kn;;2011-01-01,2018-07-10,2021-03-07;;;;;;;;;
642;42.5 m;2012;23.2 kn;16 m;;9;5;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/adastra-00000191;;ADASTRA;Motor Yacht;;McConaghy Boats;;;;42.5 metres;;16 metres;1.6 metres;;;2012;;Trimaran;;23.2 kn;17 kn;30000 litres;2700 litres;Yanmar, Caterpillar;220hp, 1150hp;GRP;GRP;GRP,Teak;9;;;;;2;10000 nm;@ 10.5 kn;;;;;;;;;;;
643;41 m;2009;29 kn;7.77 m;310;8;7;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/blink-00000776;;BLINK;Motor Yacht;Akhir 41;Cantieri di Pisa;;;;41 metres;;7.77 metres;2.36 metres;310;;2009;701;Deep V / Planing;ABS;29 kn;25 kn;31000 litres;4000 litres;MTU;7296hp;GRP;GRP;Teak;8;5;1;1;1;2;2740 nm;@ 12 kn;;;;;;;;;;;
644;33.53 m;2014;18 kn;7.62 m;230;10;6;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/esther-7-00008392;;ESTHER 7;Motor Yacht;RP110;Horizon;;Espinosa Yacht Design;Espinosa Yacht Design;33.53 metres;27.6 metres;7.62 metres;1.83 metres;230;120;2014;110802;Semi Displacement;;18 kn;15 kn;21000 litres;3100 litres;Caterpillar;3600hp;GRP;GRP;Teak;10;5;1;2;2;2;650 nm;@ 18 kn;1;;;;Semi-displacement;;;;;;
645;49.9 m;1999;18 kn;9.5 m;608;12;10;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/invader-00005829;;INVADER;Motor Yacht;50;Codecasa;;;;49.9 metres;42.95 metres;9.5 metres;3.11 metres;608;480;1999;C.106;Full Displacement;LR;18 kn;15 kn;120000 litres;19000 litres;Caterpillar;4400hp;Steel;Aluminium;Teak;12;6;1;2;2;3;7500 nm;@ 12 kn;1;;;;;;;;;;
646;37 m;1996;12 kn;7.6 m;156;6;5;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/norfolk-star-00006286;Price from €60,000 p/w •;NORFOLK STAR;Sail Yacht;;Perini Navi;Perini Navi;Perini Navi;Perini Navi;37 metres;30.95 metres;7.6 metres;6.5 metres;156;236;1996;8804;Monohull;ABS;12 kn;10 kn;21300 litres;7100 litres;Volvo Penta;600hp;Steel;Aluminium;Teak;6;3;1;;2;;3850 nm;@ 10 kn;;2012-01-01,2022-06-16,2022-08-08,2023-07-29,2023-07-06,2021-10-25,2022-11-30,2023-06-22,2020-07-10,2020-10-27;;;Motorsailer;;;;;;
647;34.86 m;2024;16 kn;7.69 m;295;8;7;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/project-fox-00009409;;PROJECT FOX;Motor Yacht;;Pendennis;;Tansu Yachts;;34.86 metres;33.84 metres;7.69 metres;2.2 metres;295;240;2024;7723;Semi Displacement;;16 kn;12 kn;35000 litres;10600 litres;Caterpillar;2030hp;Steel;Aluminium;Teak;8;4;1;;2;3;3600 nm;@ 10 kn;1;;;;Expedition Yacht;;;;;;
648;37.5 m;2014;;8.5 m;191;8;5;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/escapade-00007437;;ESCAPADE;Sail Yacht;;Fitzroy Yachts;;;;37.5 metres;;8.5 metres;4 metres;191;180;2014;FY17;Monohull;LR;;;;;;;Aluminium;Aluminium;Teak;8;4;;;;;;;;;;;;;;;;;
649;54.17 m;2025;16 kn;9 m;499;12;8;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/bow-sprit-vittoria-yachts-2024;;BOWSPRIT;Motor Yacht;;Vittoria Yachts;;;;54.17 metres;;9 metres;2.5 metres;499;;2025;;Full Displacement;;16 kn;14 kn;;;MTU;;Steel;Aluminium;Teak;12;6;1;2;2;3;6500 nm;@ 10 kn;1;;;;;;;;;;
650;73.15 m;2006;16 kn;12.26 m;1595;12;22;https://www.iyc.com/;;LAUREL;Motor Yacht;;Delta Marine;;;;73.15 metres;64.35 metres;12.26 metres;3.66 metres;1595;;2006;236-001;Full Displacement;LR;16 kn;14 kn;173288 litres;41635 litres;Caterpillar;5000hp;Steel;GRP;Teak;12;6;1;4;1;3;6000 nm;@ 10 kn;;;;;;;;;;;
651;29.06 m;2021;28 kn;6.78 m;100;;;https://www.northropandjohnson.com/yachts-for-sale/ace-95-sanlorenzo;;ACE;Motor Yacht;SL96A;Sanlorenzo;;;;29.06 metres;;6.78 metres;1.92 metres;100;;2021;745;Deep V / Planing;;28 kn;25 kn;;;MTU;;GRP;GRP;Teak;;;;;;2;;;;;;;;;;;;;
652;27.3 m;2002;12 kn;6.37 m;89.39;8;4;https://www.oceanindependence.com/yachts-for-sale/yacht/impetuous;;IMPETUOUS;Motor Yacht;84;Moonen Yachts;;;;27.3 metres;23.38 metres;6.37 metres;1.75 metres;89.39;106;2002;175;Full Displacement;LR;12 kn;11 kn;18600 litres;3800 litres;Caterpillar;960hp;Steel;Aluminium;Teak;8;4;1;1;2;2;2800 nm;@ 10 kn;1;2022-05-25;;;;;;;;;
653;32.92 m;2018;18 kn;7.52 m;262;10;6;https://www.denisonyachtsales.com/yacht-listings/Gioia-108-Custom-Line-Navetta-33-2018-Fort-Lauderdale-Florida/8274761;Price from $83,000 p/w •;GIOIA;Motor Yacht;Navetta 33;Custom Line;;;;32.92 metres;27.95 metres;7.52 metres;2.19 metres;262;183;2018;N33-05;Semi Displacement;RINA;18 kn;12 kn;18699.94 litres;3100.25 litres;MAN;2800hp;Fiberglass;GRP;Teak;10;5;1;2;2;3;1850 nm;@ 10 kn;;2022-09-22,2019-08-08;;;;;;;;;
654;33.68 m;2002;12 kn;7.92 m;271;8;5;https://www.oceanindependence.com/yachts-for-sale/yacht/adytum;;ADYTUM;Motor Yacht;;Hakvoort;;;Ken Freivokh;33.68 metres;29 metres;7.92 metres;2.6 metres;271;260;2002;234;Full Displacement;LR;12 kn;10 kn;59220 litres;7500 litres;Caterpillar;964hp;Steel;Aluminium;Teak;8;4;;;;3;5500 nm;@ 10 kn;;;;;;;;;;;
655;24 m;2024;24 kn;;;8;;https://www.oceanindependence.com/yachts-for-sale/yacht/slyder-80;;SLYDER 80;Sail Yacht;;Mavea Yachts;;;;24 metres;;;;;;2024;;;;24 kn;7 kn;;;;;;;;8;4;;;;;;;;;;;;;;;;;
656;40 m;2025;;8.2 m;130;8;6;https://www.northropandjohnson.com/yachts-for-sale/ark-401-131-ark-yacht;;ARK 401;Sail Yacht;;Ark Yacht;;;;40 metres;28.38 metres;8.2 metres;4.6 metres;130;237;2025;E401;Monohull;;;;9300 litres;4260 litres;;750hp;Steel;Steel;Teak;8;4;1;1;1;;;;1;;;;;;;;;;
657;62 m;2013;16 kn;12.2 m;1494;14;18;https://www.northropandjohnson.com/yachts-for-sale/seaowl-203-feadship;Price from $440,000 p/w •;SEA OWL;Motor Yacht;;Feadship;Feadship De Voogt Naval Architects;Winch Design;Winch Design;62 metres;54.2 metres;12.2 metres;3.7 metres;1494;;2013;807;Full Displacement;LR;16 kn;15 kn;147300 litres;38380 litres;MTU;4076hp;Steel;Aluminium;Teak;14;7;1;3;2;3;5000 nm;@ 12 kn;;;;;;;;;;;
658;43.5 m;2022;13.5 kn;8.2 m;478;12;9;https://www.fraseryachts.com/;;EUROCRAFT 44 EXPLORER;Motor Yacht;44m Explorer;Eurocraft;;;;43.5 metres;;8.2 metres;3 metres;478;425;2022;607;Full Displacement;RINA;13.5 kn;10 kn;105000 litres;23270 litres;MTU;;Steel;Aluminium;Teak;12;6;1;2;3;4;11660 nm;@ 10 kn;1;;;;Displacement, Expedition Yacht;;;;;;
659;50.75 m;2017;15 kn;10.28 m;488;12;10;https://www.fraseryachts.com/;;ARESTEAS;Sail Yacht;;Yildizlar;Fuat Turan;Fuat Turan;Luxury Projects;50.75 metres;41.95 metres;10.28 metres;4.55 metres;488;;2017;;Monohull;RINA;15 kn;11 kn;40500 litres;10100 litres;MTU;2410hp;Epoxy,Wood;Epoxy,Wood;Teak;12;6;1;1;2;;3000 nm;@ 10 kn;2;;;;Motorsailer;;;;;;
660;26.2 m;1968;10 kn;6.72 m;138;6;4;https://www.oceanindependence.com/yachts-for-sale/yacht/elena;;ELENA;Motor Yacht;;Kramer & Booy;Kramer & Booy;Kramer & Booy;;26.2 metres;22.85 metres;6.72 metres;2.95 metres;138;;1968;;Full Displacement;;10 kn;8 kn;30000 litres;3000 litres;Deutz;400hp;Steel;Steel;Steel;6;3;1;2;;3;;;;2017-03-01;;;Displacement, Expedition Yacht, Classic Yacht;;;;;;
661;32.96 m;2023;25 kn;7 m;163;10;5;https://www.fraseryachts.com/;;O'RIANA;Motor Yacht;;Golden Yachts;;;;32.96 metres;25.46 metres;7 metres;1.26 metres;163;124.8;2023;693;Deep V / Planing;;25 kn;23 kn;16500 litres;3000 litres;MTU;4800hp;GRP;;Teak;10;5;1;;2;3;;@ 12 kn;1;;;;;;;;;;
662;43.6 m;2007;14 kn;9 m;456;10;9;https://www.edmiston.com/yacht-brokerage/yachts/blue-vision;Price from €130,000 p/w •;BLUE VISION;Motor Yacht;Vision;Benetti;Benetti;Stefano Righini;Pulina Exclusive Interiors;43.6 metres;38.5 metres;9 metres;2.8 metres;456;380;2007;BV 08;Full Displacement;AB;14 kn;12 kn;63000 litres;10000 litres;Caterpillar;2650hp;GRP;GRP;Teak;10;5;1;2;2;3;4000 nm;@ 12 kn;2;2020-08-05,2021-06-23,2020-09-10;;;Displacement;;;;;;
663;52.43 m;2014;14 kn;8.63 m;292;8;;https://www.denisonyachtsales.com/yacht-listings/Dona-Francisca-172-Custom-Schooner-2014-Punta-del-Este/7543549;;DONA FRANCISCA;Sail Yacht;Schooner;Custom;;;;52.43 metres;39 metres;8.63 metres;3.48 metres;292;215;2014;;Monohull;RINA;14 kn;10 kn;16996.5 litres;5136.8 litres;Caterpillar;873hp;Composite;Carbon Fibre;Teak;8;4;1;;2;;;;1;;;;;;;;;;
664;56.39 m;2004;15 kn;10.31 m;917;10;13;https://www.denisonyachtsales.com/yacht-listings/4-Roses-185-Oceanfast-Full-Displacement-2004-Fort-Lauderdale-Florida/7909428;;4 ROSES;Motor Yacht;Full Displacement;Oceanfast;;;;56.39 metres;;10.31 metres;3.2 metres;917;;2004;77;Full Displacement;LR;15 kn;12 kn;132281.24 litres;27164.12 litres;Caterpillar;3500hp;Steel;Aluminium,GRP;Teak;10;6;;;;3;5500 nm;@ 10 kn;;2018-06-03;;;;;;;;;
665;35.97 m;1998;20 kn;7.62 m;246;8;5;https://www.denisonyachtsales.com/yacht-listings/The-Pearl-118-Intermarine-Motoryacht-1998-Fort-Lauderdale-Florida/7974043;;THE PEARL;Motor Yacht;Motoryacht;Intermarine - Italy;;;;35.97 metres;29.55 metres;7.62 metres;1.98 metres;246;175;1998;65/US1;Semi Displacement;;20 kn;15 kn;25740.81 litres;3001.83 litres;MTU;3600hp;Composite;GRP;Teak;8;5;1;;1;3;1 nm;@ 14 kn;2;;;;;;;;;;
666;61.72 m;1973;17 kn;9.48 m;752;12;19;https://www.edmiston.com/yacht-brokerage/yachts/voyager;;VOYAGER;Motor Yacht;;Celaya;;;;61.72 metres;54.1 metres;9.48 metres;3.78 metres;752;825;1973;132;Full Displacement;INTLREG;17 kn;14 kn;138100 litres;41650 litres;Caterpillar;2250hp;Steel;Aluminium,Steel;Teak;12;6;1;5;;3;5700 nm;@ 11 kn;;;;;;;;;;;
667;18.6 m;1899;;3.4 m;;4;;https://www.edmiston.com/yacht-brokerage/yachts/tigris;;TIGRIS;Sail Yacht;;MaCallister;;;;18.6 metres;;3.4 metres;;;;1899;;;;;6.5 kn;;;;;;;;4;1;;;;;;;;2014-01-01;;;Classic Yacht;;;;;;
668;14.86 m;1963;;3.99 m;;8;2;https://www.edmiston.com/yacht-brokerage/yachts/outlaw;;OUTLAW;Sail Yacht;;Souters of Cowe;;;;14.86 metres;;3.99 metres;2.5 metres;;;1963;;;;;5.5 kn;;;;;;;;8;1;;;;;;;;;;;;;;;;;
669;30.48 m;2024;10.5 kn;7.37 m;;8;4;http://www.buyexploreryachts.com/;;ALL OCEAN YACHTS 100 STEEL OR FIBERGLASS;Motor Yacht;;;;Luiz De Basto;Luiz De Basto;30.48 metres;26.82 metres;7.37 metres;2.44 metres;;;2024;;Full Displacement;;10.5 kn;10 kn;37097 litres;11356 litres;Caterpillar;900hp;Steel;Aluminium;Teak;8;4;1;1;2;3;4000 nm;@ 9.5 kn;;;;;Displacement, Expedition Yacht;;;;;;
670;31.4 m;2024;13 kn;7.5 m;;8;5;http://www.buyexploreryachts.com/design-all-ocean-yachts103-steel-expedition-multi-purpose.html;;ALL OCEAN YACHTS 103 STEEL OR FIBERGLASS;Motor Yacht;;;;Luiz De Basto;Luiz De Basto;31.4 metres;27.7 metres;7.5 metres;2.4 metres;;;2024;;Full Displacement;;13 kn;10 kn;37093 litres;11355 litres;Caterpillar;900hp;Steel;Aluminium;Teak;8;4;1;;2;3;4000 nm;@ 10 kn;1;;;;Displacement, Expedition Yacht;;;;;;
671;26.82 m;2025;;12.3 m;180;8;4;http://www.northropandjohnson.com/;;BLUE COAST 88;Sail Yacht;Blue Coast 88 DD;Latitude Yachts;Coste Design & Partners;Coste Design & Partners;;26.82 metres;24.44 metres;12.3 metres;2 metres;180;66;2025;;Catamaran;BV;;;6000 litres;2000 litres;;;Aluminium;Aluminium;Aluminium,Teak;8;4;1;3;;2;;;;;;;Multihull;;;;;;
672;65 m;;17 kn;12 m;1300;14;15;https://www.twwyachts.com/yachts-for-sale/rmk-65-264418/;;RMK 65M;Motor Yacht;;RMK Marine;;;;65 metres;;12 metres;3 metres;1300;;;;Full Displacement;;17 kn;14 kn;150000 litres;40000 litres;Caterpillar;3000hp;Steel;Aluminium;Teak;14;7;;;;3;6000 nm;@ 14 kn;;;;;Displacement, Expedition Yacht;;;;;;
673;71.93 m;;;12.5 m;;12;22;https://www.northropandjohnson.com/;;BEYOND 72M;Motor Yacht;Beyond 72M;Fincantieri;;;;71.93 metres;;12.5 metres;3.35 metres;;;;;Full Displacement;;;13 kn;;;;;Steel;Aluminium;Teak;12;6;;;;3;;;;;;;Displacement;;;;;;
674;50 m;;;9.45 m;;12;9;https://www.northropandjohnson.com/;;BEYOND 50M;Motor Yacht;Beyond 50M;Custom;;;Guido De Groot;50 metres;;9.45 metres;3.05 metres;;;;;Full Displacement;;;13 kn;;;;;Steel;Aluminium;Teak;12;5;1;2;2;3;5000 nm;@ 10 kn;;;;;Displacement;;;;;;
675;36.6 m;;12 kn;8.9 m;;10;6;https://www.oceanindependence.com/yachts-for-sale/yacht/beiderbeck-bd120;;Beiderbeck 120;Sail Yacht;;Knierim Yachtbau;Beiderbeck Designs;Beiderbeck Designs;Beiderbeck Designs;36.6 metres;32.5 metres;8.9 metres;4.2 metres;;130;;;Monohull;;12 kn;9 kn;8000 litres;8000 litres;;402hp;Composite;Composite;Teak;10;5;1;2;2;;;;;;;;Monohull;;;;;;
676;26.88 m;2002;37 kn;6.07 m;111;6;3;http://www.fraseryachts.com/;;ZAMBOANGA;Motor Yacht;27 Sport;Leopard Yachts;Paolo Caliari;Paolo Caliari;Paolo Caliari;26.88 metres;20.61 metres;6.07 metres;1.75 metres;111;65;2002;27/21;Deep V / Planing;BV;37 kn;30 kn;8000 litres;2000 litres;MTU;4000hp;GRP;GRP;Teak;6;3;1;1;1;2;350 nm;@ 32 kn;1;;;;Sports/Open Motor Yacht, Planing Fast Yacht;;;;;;
677;46.1 m;2003;12 kn;8.9 m;254;7;6;http://www.camperandnicholsons.com/;;WELLENREITER;Sail Yacht;45C;Jongert;Hoek Design Naval Architects;Hoek Design Naval Architects;Hoek Design Naval Architects;46.1 metres;;8.9 metres;3.9 metres;254;;2003;409;Monohull;LR;12 kn;10 kn;21000 litres;5000 litres;MTU;670hp;Steel;Aluminium;Teak;7;4;1;1;1;;;;;;;;Monohull;;;;;;
678;19.64 m;1966;10 kn;4.56 m;;6;2;http://www.fraseryachts.com/;;GIANNELLA;Sail Yacht;;Sangermani;Eugene Cornu;Eugene Cornu;;19.64 metres;;4.56 metres;2.46 metres;;;1966;157;Monohull;;10 kn;8 kn;1000 litres;1000 litres;Yanmar;240hp;Mahogany,Wood;Mahogany,Wood;Teak;6;3;;;;;;;;2010-01-01;;;Classic Yacht;;;;;;
679;55 m;2015;15.5 kn;9.4 m;670;11;14;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/la-familia-00004738;;LA FAMILIA;Motor Yacht;LE 180;Amels;Amels;Tim Heywood;Lambert & Thurnherr, Laura Sessa Design;55 metres;49.65 metres;9.4 metres;3.35 metres;670;720;2015;467;Full Displacement;;15.5 kn;13 kn;115000 litres;17500 litres;MTU;2816hp;Steel;Aluminium;Teak;11;5;;3;;3;4500 nm;@ 13 kn;2;;;;Displacement;;;;;;
680;44.2 m;1975;15 kn;8.05 m;338;12;9;https://www.twwyachts.com/yachts-for-sale/valeria-254669/;;VALERIA;Motor Yacht;;Feadship;H.W. De Voogt;H.W. De Voogt;Pierre Tanter;44.2 metres;40 metres;8.05 metres;2.9 metres;338;350;1975;608;Full Displacement;BV;15 kn;13 kn;53500 litres;16325 litres;Caterpillar;1900hp;Steel;Aluminium;Teak;12;6;;;;3;5000 nm;@ 10 kn;;2019-12-01,2016-12-01,1997-01-01,2000-01-01;;;Displacement, Classic Yacht;;;;;;
681;26.05 m;2020;50 kn;6.05 m;85;6;3;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/attitude-otam-2020;;ATTITUDE;Motor Yacht;Millennium 80 HT;Otam;Salvagni Architetti;Umberto Tagliavini;;26.05 metres;23.95 metres;6.05 metres;1.4 metres;85;64;2020;80006;Deep V / Planing;;50 kn;41 kn;9000 litres;1500 litres;MTU;5200hp;Grp;Grp;Grp and teak;6;3;1;2;1;2;;;1;;;;Sports/Open Motor Yacht, Planing Fast Yacht;;;;;;
682;26.21 m;1988;12 kn;6.15 m;78.65;6;4;https://www.northropandjohnson.com/;;ASPIRATION;Sail Yacht;86;Nautor Swan;German Frers;German Frers;;26.21 metres;20.57 metres;6.15 metres;3.5 metres;78.65;55;1988;86/001;Monohull;;12 kn;10 kn;2000 litres;2000 litres;Yanmar;380hp;GRP;GRP;Teak;6;3;1;1;1;;1500 nm;@ 8 kn;;2014-01-01,2008-01-01,1998-01-01,2003-01-01;;;;;;;;;
683;39 m;1975;13.5 kn;7.01 m;225;10;9;https://www.oceanindependence.com/yachts-for-sale/yacht/trafalgar;;TRAFALGAR;Motor Yacht;;Denizcilik;Denizcilik;Denizcilik;;39 metres;33.6 metres;7.01 metres;1.98 metres;225;254;1975;29;Full Displacement;(LR);13.5 kn;10 kn;3800 litres;21000 litres;Deutz-MWM;1200hp;Steel;Aluminium,Steel;Teak;10;5;1;3;;3;3500 nm;@ 10 kn;1;1985-01-01,1997-01-01;;;Displacement, Classic Yacht;;;;;;
684;28.3 m;2010;37 kn;6.6 m;130;6;3;https://www.oceanindependence.com/yachts-for-sale/yacht/kawai;;KAWAI;Motor Yacht;Mangusta 92 Open HT;Overmarine;Overmarine;Stefano Righini;;28.3 metres;22.97 metres;6.6 metres;1.6 metres;130;75;2010;;Deep V / Planing;BV;37 kn;34 kn;8800 litres;1400 litres;MTU;;GRP;GRP;Teak;6;3;1;1;1;2;280 nm;@ 32 kn;1;;;;Sports/Open Motor Yacht, Planing Fast Yacht;;;;;;
685;33.5 m;2005;38 kn;7.12 m;163;8;3;https://www.northropandjohnson.com/yachts-for-sale/ares-108-mangusta;;ARES;Motor Yacht;Mangusta 108;Overmarine;Andrea Bacigalupo;Stefano Righini;Overmarine;33.5 metres;28.57 metres;7.12 metres;1.3 metres;163;105;2005;108/16;Deep V / Planing;BV | RINA;38 kn;32 kn;14000 litres;1900 litres;MTU;5550hp;GRP;GRP;Teak;8;4;1;1;1;2;400 nm;@ 32 kn;1;;;;Sports/Open Motor Yacht;;;;;;
686;33 m;1989;10 kn;6.5 m;135;8;5;https://www.berthoninternational.com/yacht-sales-brokerage/yachts-for-sale/laurent-giles-motorsailer-tigerlily-of-cornwall/;;TIGERLILY OF CORNWALL;Sail Yacht;;Cochrane;Laurent Giles;Laurent Giles;;33 metres;25.24 metres;6.5 metres;3 metres;135;135;1989;;Monohull;LR;10 kn;8 kn;12500 litres;9000 litres;Perkins Sabre 225 TI;;Steel;Steel,Teak;Teak;8;4;;;;;2800 nm;@ 8 kn;;2021-05-07;;;Motorsailer;;;;;;
687;49.38 m;1995;23 kn;8.92 m;457;12;13;https://www.worthavenueyachts.com/yachts-for-sale/anna-j/;;ANNA J;Motor Yacht;;Oceanco;Oceanco;Richard Hein;Struik & Hamerslag, The A Group;49.38 metres;;8.92 metres;2.29 metres;457;285;1995;9144;Semi Displacement;AB;23 kn;17 kn;51466 litres;21717 litres;MTU;6090hp;Aluminium;Aluminium;Teak;12;5;1;1;2;3;3000 nm;@ 12 kn;1;2019-01-01;;;Semi-displacement;;;;;;
688;37.49 m;1993;12 kn;7.63 m;148.61;12;5;https://www.csoyachts.com/en/yachts-for-sale/althea-01tD0000002gHe1IAE/;Price from €39,500 p/w •;ALTHEA;Sail Yacht;;Kanelos;Winch Design;Nicholas Moschonas;Winch Design;37.49 metres;23.7 metres;7.63 metres;3.23 metres;148.61;180;1993;26-15;;AB/HR;12 kn;11 kn;22000 litres;10000 litres;MAN;710hp;Steel;Aluminium;Teak;12;;;;;;1700 nm;@ 11 kn;;;;;Motorsailer, Monohull;;;;;;
